7:0.031726 33:0.035035 150:0.121412 252:0.030590 253:0.052527 349:0.037639 369:0.034723 384:0.030425 465:0.046867 531:0.044525 683:0.264872 722:0.030311 753:0.180876 754:0.226631 806:0.044032 816:0.067400 859:0.039161 910:0.161535 994:0.028973 1011:0.218999 1026:0.026589 1055:0.032226 1058:0.029537 1071:0.035271 1074:0.026721 1090:0.037789 1149:0.027759 1194:0.038825 1241:0.028409 1324:0.036494 1325:0.030098 1326:0.037920 1327:0.027029 1360:0.047174 1417:0.047219 1422:0.037994 1435:0.043126 1562:0.161698 1577:0.029688 1604:0.028096 1654:0.044232 1692:0.026317 1788:0.033899 1817:0.026250 1827:0.028305 1854:0.029527 1871:0.026233 1963:0.027756 1964:0.123273 1967:0.031898 1979:0.027090 2008:0.084401 2014:0.034530 2015:0.161191 2016:0.234170 2033:0.029531 2069:0.055220 2133:0.089703 2170:0.035830 2240:0.030193 2260:0.152843 2261:0.076729 2337:0.524148 2361:0.032796 2364:0.492177 2370:0.036209 2549:0.027696 2573:0.688558 2595:0.027441 2612:0.040823 2625:0.052457 2685:0.506019 2701:0.049313 2799:0.226449 2804:0.031844 2806:0.026430 2807:0.027203 2858:0.032170 2911:0.954116 2956:0.031485 3003:0.174303 3034:0.030799 3052:0.037049 3099:0.027798 3134:0.029362 3136:0.362527 3185:0.027804 3196:0.033127 3216:0.031925 3234:0.027125 3248:0.035323 3249:0.161698 3269:0.028651 3297:0.035597 3321:0.208167 3327:0.925250 3340:0.031357 3342:0.026829 3350:0.063874 3363:0.028176
78:0.024690 122:0.025500 124:0.125395 249:0.125776 252:0.029101 253:0.131741 254:0.039842 257:0.025154 308:0.024543 379:0.124467 452:0.033142 472:0.025288 507:0.025793 576:0.035372 610:0.036837 753:0.035576 765:0.028447 769:0.024035 816:0.025836 851:0.024611 880:0.026675 969:0.132907 991:0.032562 1069:0.028618 1071:0.037778 1074:0.029907 1090:0.037250 1141:0.025200 1193:0.031679 1200:0.028289 1203:0.026769 1241:0.034021 1266:0.043247 1344:0.230640 1345:0.096824 1411:0.028472 1417:0.080718 1422:0.046920 1574:0.030624 1577:0.038348 1604:0.025077 1694:0.024862 1731:0.035733 1751:0.024611 1781:0.025939 1788:0.028709 1803:0.065878 1804:0.029819 1817:0.027748 1822:0.024580 1827:0.030424 1943:0.027111 1964:0.029770 1967:0.034819 2008:0.198563 2014:0.059954 2015:0.036699 2016:0.052192 2133:0.095170 2168:0.190337 2257:0.024518 2309:0.033201 2316:0.034233 2337:0.425294 2364:0.088446 2475:0.026348 2485:0.025721 2537:0.025451 2549:0.028775 2573:0.371946 2685:0.644021 2714:0.050679 2818:0.039495 2832:0.023925 2855:0.026390 2911:0.801756 2957:0.031638 2960:0.030513 3003:0.025806 3024:0.026013 3060:0.028896 3061:0.024784 3065:0.027388 3136:0.085419 3154:0.025989 3230:0.027686 3268:0.024580 3283:0.024919 3298:0.026723 3306:0.153243 3317:0.025273 3318:0.029782 3321:0.586979 3327:0.268898 3331:0.027240 3350:0.085049 3352:0.038949 3363:0.035991 3374:0.024009 3384:0.160593
20:0.020520 26:0.020871 79:0.031928 97:0.029113 153:0.020638 162:0.021706 250:0.021400 284:0.044319 302:0.022950 304:0.024844 352:0.022156 367:0.021034 373:0.020829 477:0.022642 505:0.266701 539:0.023954 630:0.022149 640:0.021292 655:0.021601 692:0.020878 711:0.069898 712:0.054741 713:0.025723 782:0.059960 797:0.490301 800:0.020703 861:0.025149 902:0.022336 913:0.052490 994:0.042230 1206:0.024803 1243:0.427800 1313:0.021859 1338:0.055796 1339:0.020635 1377:0.023093 1379:0.024887 1455:0.022814 1510:0.022659 1556:0.022065 1594:0.021467 1666:0.022289 1668:0.021472 1670:0.021067 1698:0.022856 1705:0.021234 1717:0.021660 1721:0.021872 1770:0.030728 1772:0.022793 1923:0.022463 1926:0.021274 1938:0.024518 1939:0.021368 1940:0.021824 1952:0.023980 2000:0.021623 2058:0.026079 2069:0.021428 2106:0.022322 2125:0.020870 2145:0.044811 2176:0.028673 2184:0.020944 2417:0.412977 2428:0.021146 2444:0.025974 2445:0.299982 2447:0.979733 2448:0.026297 2506:0.021532 2515:0.021860 2530:0.025777 2609:0.076841 2627:0.023268 2628:0.027432 2637:0.021060 2645:0.021194 2649:0.035897 2655:0.055659 2658:0.021604 2685:0.044252 2693:0.020776 2788:0.033473 2797:0.023522 2849:0.022941 2850:0.021774 2910:0.028207 2978:0.020557 2981:0.023468 3006:0.022013 3096:0.065770 3102:0.024108 3116:0.024609 3123:0.022500 3312:0.026864 3321:0.082907 3327:0.979036 3332:0.020502 3373:0.030292
10:0.020497 23:0.021708 30:0.033858 56:0.021072 59:0.021224 65:0.022010 93:0.019837 164:0.019845 216:0.020451 228:0.024846 242:0.019919 338:0.021234 346:0.020960 376:0.022832 410:0.182288 456:0.022613 458:0.024062 511:0.040044 537:0.026030 542:0.020642 618:0.025613 666:0.021926 826:0.022192 856:0.022172 891:0.023455 896:0.035467 901:0.019750 904:0.026206 917:0.020427 924:0.023033 946:0.020479 1077:0.019971 1169:0.029433 1170:0.023664 1188:0.020057 1253:0.021876 1315:0.198315 1351:0.020534 1437:0.035882 1467:0.022083 1504:0.213899 1558:0.025016 1620:0.019996 1621:0.022057 1627:0.035884 1633:0.020502 1638:0.029649 1639:0.020438 1654:0.027214 1689:0.020813 1693:0.020473 1700:0.021453 1725:0.023696 1731:0.019885 1746:0.021819 1755:0.025501 1781:0.031470 1786:0.024049 1859:0.022438 1865:0.122845 1895:0.020017 1909:0.020110 1912:0.029147 1913:0.020459 1928:0.020297 1981:0.019800 1993:0.021097 1994:0.021666 2203:0.552095 2267:0.023010 2281:0.022291 2315:0.022057 2317:0.023025 2365:0.025256 2367:0.020935 2401:0.159820 2476:0.027593 2486:0.025102 2625:0.019795 2639:0.021201 2684:0.021276 2685:0.054212 2714:0.025984 2898:0.023348 2909:0.025776 3064:0.190465 3079:0.020379 3124:0.020494 3161:0.171553 3166:0.019946 3168:0.338088 3221:0.033337 3285:0.029641 3321:0.051273 3327:0.258934 3333:0.029564 3337:0.019921 3340:0.022752 3368:0.021230 3374:0.020138
10:0.032295 19:0.031104 59:0.022585 133:0.023835 211:0.022050 212:0.024127 269:0.030858 290:0.027988 293:0.022764 362:0.034135 458:0.023972 489:0.030931 499:0.032296 531:0.031304 537:0.269371 539:0.021727 562:0.031196 568:0.022220 594:0.022832 808:0.023250 837:0.022749 861:0.024342 865:0.031029 896:0.032793 921:0.022349 956:0.035410 969:0.026390 1129:0.022870 1141:0.030571 1258:0.022651 1265:0.022152 1308:0.023256 1309:0.034570 1344:0.463212 1345:0.021956 1346:0.035470 1416:0.023308 1417:0.121516 1419:0.021873 1428:0.024968 1481:0.023537 1496:0.036408 1513:0.025188 1516:0.023341 1534:0.040340 1535:0.028143 1616:0.023406 1627:0.031486 1633:0.021974 1726:0.023526 1781:0.032166 1786:0.040171 1798:0.028190 1800:0.022951 1812:0.038917 1826:0.022690 1832:0.024499 1884:0.024024 1901:0.159731 1909:0.023258 1912:0.037407 1928:0.028569 1949:0.100644 1952:0.081469 1967:0.032214 2020:0.022885 2065:0.028095 2069:0.023545 2090:0.022685 2168:0.051450 2320:0.032052 2447:0.138817 2503:0.021911 2507:0.061500 2518:0.024554 2527:0.035504 2588:0.028428 2685:0.088116 2710:0.033675 2712:0.030650 2714:0.022529 2909:0.031243 2968:0.033849 2976:0.022250 2996:0.023175 3049:0.416999 3050:0.298007 3075:0.026552 3099:0.029971 3155:0.023696 3168:0.268741 3224:0.027621 3225:0.042626 3286:0.024846 3321:0.183761 3327:0.914582 3367:0.029506 3368:0.021831 3374:0.028150 3398:0.023168
30:0.026791 70:0.024473 180:0.025175 204:0.026899 224:0.029042 226:0.024394 228:0.024286 241:0.039586 269:0.026161 290:0.025900 291:0.039331 327:0.031950 362:0.030476 449:0.024206 458:0.023875 463:0.026185 537:0.028304 556:0.024243 591:0.031726 650:0.062415 692:0.025811 749:0.025184 804:0.025955 826:0.023986 865:0.024123 896:0.065251 954:0.023651 969:0.035311 982:0.025151 1021:0.024142 1214:0.025949 1236:0.026391 1252:0.050411 1258:0.024763 1445:0.029599 1489:0.025649 1505:0.036591 1525:0.028938 1556:0.026818 1625:0.024174 1627:0.480115 1673:0.031667 1694:0.030087 1732:0.024395 1781:0.030933 1830:0.399266 1858:0.027024 1926:0.028759 1929:0.029379 1994:0.031801 2000:0.028631 2021:0.367013 2023:0.034364 2151:0.030581 2223:0.025910 2227:0.450852 2229:0.024493 2281:0.028769 2305:0.023502 2310:0.300556 2389:0.028541 2417:0.026127 2447:0.051055 2625:0.028039 2627:0.023897 2628:0.029797 2637:0.030578 2660:0.024377 2685:0.176693 2696:0.774205 2710:0.024867 2743:0.027156 2744:0.023544 2746:0.024674 2773:0.024572 2788:0.024462 2833:0.025186 2849:0.029969 2850:0.026455 2948:0.024048 2949:0.043316 2955:0.023681 2978:0.024828 3009:0.409624 3010:0.248856 3028:0.025552 3075:0.023536 3080:0.024258 3116:0.026517 3118:0.029497 3201:0.024525 3207:0.027598 3286:0.023826 3312:0.032020 3320:0.024094 3321:0.185378 3327:0.429214 3333:0.023606 3367:0.026716 3373:0.045329
12:0.022788 15:0.267070 97:0.034751 111:0.021420 159:0.022534 235:0.043940 284:0.036736 302:0.035848 306:0.022231 345:0.027893 400:0.020829 404:0.023058 418:0.022579 477:0.028406 505:0.036747 526:0.163299 537:0.067315 614:0.064811 637:0.023816 711:0.076306 714:0.020861 785:0.021507 797:0.281822 826:0.025197 859:0.061377 861:0.374539 896:0.041046 969:0.034779 994:0.027269 1194:0.033033 1301:0.019999 1306:0.188984 1365:0.021895 1547:0.083162 1550:0.026458 1581:0.207147 1594:0.041633 1614:0.020770 1666:0.026040 1694:0.027168 1705:0.025312 1706:0.020547 1711:0.225578 1715:0.021534 1743:0.024608 1746:0.064680 1773:0.021037 1781:0.046902 1841:0.025550 1884:0.087944 1949:0.257898 1951:0.023800 2100:0.034019 2104:0.028810 2106:0.028201 2145:0.040640 2181:0.021153 2252:0.020800 2266:0.021744 2279:0.023712 2281:0.025157 2418:0.024544 2424:0.032677 2426:0.022343 2428:0.023251 2441:0.022247 2600:0.021144 2604:0.021672 2608:0.022889 2609:0.356129 2610:0.020078 2622:0.057082 2655:0.022212 2685:0.067806 2707:0.027591 2710:0.051524 2760:0.029192 2762:0.021671 2821:0.021213 2824:0.020381 2825:0.027422 2882:0.024276 2906:0.020891 2910:0.031156 2948:0.142687 2949:0.021055 2954:0.021858 3048:0.021839 3062:0.021322 3160:0.036595 3217:0.023212 3269:0.056366 3270:0.020866 3271:0.310445 3321:0.156319 3327:0.960537 3336:0.022062 3369:0.021623 3387:0.021810 3389:0.024763
30:0.042212 50:0.033350 57:0.034312 284:0.028989 290:0.041831 291:0.225444 303:0.030787 362:0.033767 382:0.040385 452:0.037190 463:0.296537 465:0.054941 466:0.045211 518:0.131831 537:0.067936 562:0.032383 576:0.033095 718:0.030662 769:0.043144 832:0.033301 899:0.030343 1026:0.054408 1033:0.046334 1037:0.036168 1114:0.030751 1188:0.035313 1214:0.032564 1330:0.063663 1360:0.035762 1417:0.036131 1422:0.029396 1445:0.036658 1477:0.037559 1560:0.029452 1575:0.034074 1577:0.039828 1584:0.035692 1627:0.041363 1663:0.030334 1690:0.029420 1693:0.029340 1694:0.032505 1696:0.029557 1697:0.038167 1725:0.031901 1726:0.033916 1742:0.029406 1786:0.036308 1787:0.291441 1805:0.052269 1858:0.105517 1859:0.033749 1949:0.303979 1979:0.145171 2060:0.029974 2090:0.081862 2158:0.133419 2198:0.042475 2203:0.044045 2260:0.035056 2284:0.033310 2325:0.036085 2332:0.034752 2363:0.034407 2408:0.077811 2417:0.205754 2491:0.031551 2492:0.029014 2549:0.130741 2563:0.029991 2584:0.069657 2633:0.035578 2663:0.129865 2685:0.189521 2710:0.044718 2716:0.193397 2857:0.113975 2898:0.285635 2904:0.133780 2927:0.031950 2985:0.031161 2986:0.230308 3019:0.038238 3043:0.038922 3060:0.030831 3061:0.030066 3065:0.036945 3110:0.113992 3114:0.030190 3174:0.042029 3187:0.206098 3207:0.035995 3253:0.863317 3257:0.091638 3282:0.041184 3298:0.120464 3321:0.107834 3327:0.458989 3342:0.030283 3374:0.030058
21:0.033071 30:0.045635 62:0.154869 67:0.141136 133:0.035515 228:0.157996 235:0.998667 236:0.053000 284:0.478275 290:0.036744 362:0.030652 386:0.184103 424:0.031390 427:0.032699 490:0.029893 551:0.035801 576:0.037800 582:0.420198 583:0.042301 614:0.043160 657:0.034858 658:0.047897 736:0.030067 769:0.048452 777:0.030330 785:0.048799 826:0.032166 859:0.055422 861:0.045210 896:0.030382 899:0.030425 918:0.045092 956:0.029986 994:0.268831 1026:0.108474 1034:0.031117 1064:0.052513 1083:0.030758 1214:0.032005 1330:0.776003 1333:0.033522 1334:0.172520 1360:0.055577 1397:0.029609 1413:0.064309 1417:0.029675 1437:0.035486 1518:0.031942 1547:0.056214 1578:0.036257 1627:0.366743 1705:0.033537 1742:0.033526 1753:0.072589 1781:0.042957 1841:0.050208 1874:0.032453 2014:0.032840 2030:0.046260 2090:0.029812 2148:0.033092 2180:0.054081 2186:0.053206 2187:0.051136 2202:0.049378 2384:0.030872 2537:0.030079 2547:0.039496 2548:0.033010 2573:0.082906 2625:0.062104 2685:0.603891 2705:0.122942 2710:0.063569 2714:0.094430 2760:0.038072 2804:0.030273 2857:0.031466 2994:0.032074 2995:0.029727 3060:0.034229 3062:0.199741 3065:0.059462 3066:0.031252 3072:0.037300 3074:0.134686 3079:0.031287 3157:0.122200 3184:0.033653 3185:0.038773 3207:0.030364 3235:0.032584 3253:0.122317 3257:0.030505 3269:0.043100 3271:0.045159 3321:0.820334 3327:0.912009 3342:0.034299 3364:0.068463
57:0.022838 70:0.021318 111:0.025490 162:0.022068 204:0.021838 235:0.027656 290:0.149985 291:0.021006 299:0.019789 302:0.024344 318:0.020107 320:0.028900 321:0.028087 323:0.909834 324:0.022090 332:0.021440 354:0.022271 362:0.020823 399:0.023668 400:0.020925 463:0.027001 622:0.021496 647:0.020651 675:0.023696 678:0.022489 826:0.020153 838:0.026156 839:0.019991 852:0.021062 853:0.020766 862:0.022443 894:0.018790 900:0.023369 926:0.018999 956:0.071933 1098:0.018636 1152:0.021798 1161:0.020131 1168:0.020708 1194:0.145430 1301:0.023516 1355:0.021352 1367:0.021374 1413:0.018623 1417:0.070662 1445:0.034246 1454:0.026218 1496:0.020036 1513:0.024527 1549:0.032461 1688:0.026748 1705:0.031666 1714:0.030922 1742:0.041804 1758:0.039180 1781:0.022575 1857:0.019699 1902:0.027163 1953:0.040763 2050:0.030178 2064:0.020535 2069:0.022284 2078:0.020474 2088:0.021712 2144:0.396638 2175:0.029204 2241:0.086015 2270:0.022092 2273:0.019400 2398:0.021285 2399:0.023190 2462:0.073083 2479:0.773740 2480:0.136363 2547:0.028522 2573:0.025157 2622:0.031137 2685:0.311277 2695:0.020427 2710:0.048039 2716:0.021937 2788:0.505597 2884:0.026839 2933:0.908783 2987:0.019193 2994:0.020479 2998:0.020247 3000:0.019814 3035:0.069308 3048:0.021802 3062:0.022605 3150:0.019087 3214:0.234690 3259:0.020064 3269:0.022646 3297:0.021259 3321:0.406864 3327:0.959258 3340:0.032598 3369:0.018634
10:0.046924 23:0.031650 58:0.030669 59:0.036903 124:0.062222 133:0.038471 168:0.032894 290:0.043086 293:0.030892 499:0.038122 537:0.198089 562:0.032207 568:0.045648 594:0.033224 616:0.033279 741:0.049487 742:0.032658 808:0.052404 855:0.034070 952:0.040798 956:0.073324 969:0.041341 1129:0.041141 1138:0.047598 1139:0.030457 1140:0.037175 1141:0.688049 1145:0.338027 1163:0.030270 1188:0.037710 1214:0.032504 1238:0.037371 1265:0.041329 1309:0.045626 1344:0.674668 1345:0.036426 1346:0.035317 1416:0.035240 1475:0.030709 1496:0.032375 1529:0.030963 1531:0.036130 1534:0.059276 1535:0.043449 1616:0.038485 1627:0.066462 1633:0.044190 1655:0.039389 1720:0.032755 1728:0.051268 1739:0.033107 1742:0.035649 1746:0.031609 1786:0.043389 1797:0.035590 1798:0.063738 1799:0.045468 1800:0.035240 1898:0.033695 1902:0.032511 1909:0.039784 1912:0.084078 1913:0.037497 1928:0.051723 1989:0.034684 2017:0.037222 2020:0.031076 2046:0.031760 2065:0.037846 2141:0.032077 2168:0.087555 2315:0.039949 2320:0.032997 2348:0.030823 2503:0.033487 2507:0.169211 2588:0.130654 2611:0.036992 2639:0.036538 2665:0.040683 2685:0.247508 2859:0.034032 2898:0.038676 2954:0.031505 2975:0.033838 2976:0.045251 3012:0.038235 3049:0.704365 3050:0.547937 3075:0.037898 3137:0.032787 3154:0.054537 3155:0.044827 3207:0.033115 3215:0.030706 3239:0.038994 3294:0.032258 3321:0.770561 3327:0.932504 3398:0.035632
23:0.020637 30:0.020276 97:0.020381 135:0.023115 146:0.020218 204:0.027234 216:0.020442 218:0.230131 242:0.021862 269:0.020301 284:0.028325 290:0.473593 291:0.023802 477:0.304903 505:0.021821 537:0.351576 586:0.022299 594:0.020601 616:0.022699 643:0.021651 818:0.039166 861:0.025316 896:0.045299 901:0.021742 924:0.165362 969:0.025020 1077:0.020586 1152:0.025455 1205:0.020290 1225:0.133617 1301:0.020223 1302:0.022061 1348:0.020682 1350:0.022976 1383:0.021400 1389:0.024310 1467:0.178825 1513:0.040290 1515:0.023336 1557:0.021776 1594:0.028818 1627:0.025295 1666:0.021560 1693:0.022528 1714:0.042391 1725:0.020819 1742:0.026699 1746:0.024692 1780:0.021348 1781:0.046877 1784:0.211016 1786:0.024793 1841:0.023575 1884:0.026233 1895:0.280436 1905:0.262722 1906:0.021549 1920:0.020895 1949:0.020831 1958:0.054929 2064:0.020268 2069:0.020357 2071:0.026345 2090:0.041033 2095:0.180631 2116:0.123581 2184:0.349601 2203:0.024132 2267:0.021185 2271:0.034191 2317:0.021499 2503:0.026490 2609:0.324819 2661:0.021554 2684:0.024119 2685:0.519304 2710:0.045478 2788:0.032891 2909:0.021678 2910:0.025497 2955:0.021139 2996:0.020827 3026:0.021970 3028:0.026770 3048:0.021408 3073:0.023153 3079:0.026790 3099:0.029611 3124:0.020836 3160:0.022686 3215:0.021238 3217:0.021789 3221:0.026437 3230:0.022765 3321:0.080258 3327:0.925169 3337:0.022064 3361:0.021444 3369:0.023496 3374:0.023142
58:0.022031 63:0.022074 65:0.023756 181:0.032574 237:0.029506 242:0.022094 249:0.027357 254:0.023568 268:0.055893 290:0.035671 291:0.022580 292:0.020834 311:0.020760 326:0.212209 329:0.210733 537:0.024697 576:0.025687 676:0.021866 693:0.020865 698:0.032239 722:0.022027 769:0.025872 777:0.028800 896:0.022287 946:0.021771 953:0.022372 969:0.025042 974:0.022471 994:0.053593 1011:0.049181 1257:0.020968 1349:0.024074 1373:0.021764 1396:0.022417 1411:0.501561 1412:0.390142 1431:0.151440 1584:0.021522 1658:0.022974 1662:0.025934 1694:0.023973 1742:0.021693 1758:0.026598 1787:0.031648 1827:0.025481 1841:0.026161 1846:0.026304 1942:0.026489 1943:0.027281 1963:0.021570 1964:0.026821 2008:0.022233 2049:0.021691 2114:0.022984 2170:0.021481 2218:0.023348 2260:0.023734 2261:0.020689 2281:0.022893 2309:0.021932 2332:0.024380 2337:0.026700 2459:0.400023 2485:0.023504 2549:0.024098 2565:0.021592 2573:0.564150 2578:0.032721 2595:0.021340 2636:0.026872 2685:0.036969 2710:0.025409 2716:0.027159 2754:0.021486 2818:0.020814 2828:0.021956 2898:0.024629 2911:0.071065 3042:0.020597 3043:0.024357 3060:0.024338 3065:0.527871 3079:0.021395 3099:0.026660 3134:0.024034 3135:0.025814 3136:0.033423 3142:0.023457 3248:0.020665 3253:0.025141 3297:0.518906 3298:0.491643 3300:0.036698 3301:0.047572 3307:0.028023 3321:0.785550 3327:0.924556 3340:0.025290 3363:0.034190 3384:0.023728
10:0.033342 42:0.037716 65:0.031364 88:0.029366 135:0.035313 165:0.048596 204:0.030707 211:0.032274 212:0.037850 291:0.044491 362:0.031974 430:0.031989 433:0.035526 438:0.073716 458:0.042672 562:0.030930 606:0.030101 609:0.028050 621:0.030607 670:0.029185 676:0.037354 792:0.031371 804:0.039806 805:0.139798 837:0.041052 865:0.050567 866:0.031838 896:0.036484 946:0.030138 1141:0.030081 1163:0.038957 1164:0.031655 1204:0.044007 1214:0.030852 1261:0.030754 1287:0.033341 1516:0.068134 1535:0.430790 1609:0.031315 1624:0.029256 1625:0.028516 1627:0.869142 1634:0.027747 1694:0.031958 1704:0.028556 1855:0.051909 1859:0.037585 1867:0.031108 1994:0.041775 2037:0.032448 2090:0.042973 2142:0.041917 2201:0.036839 2223:0.031644 2267:0.042072 2273:0.033569 2304:0.030930 2305:0.039229 2307:0.029473 2325:0.032804 2351:0.029425 2352:0.145063 2385:0.037615 2417:0.577700 2421:0.344466 2503:0.029745 2505:0.030512 2507:0.925909 2539:0.075040 2541:0.047971 2625:0.034649 2631:0.029588 2660:0.039140 2661:0.029756 2682:0.059240 2685:0.050146 2710:0.060189 2716:0.034045 2724:0.028694 2732:0.030799 2733:0.042821 2746:0.028006 2785:0.050266 2908:0.107437 2937:0.027858 2968:0.119546 3089:0.076427 3207:0.034884 3211:0.082572 3224:0.031726 3225:0.672190 3260:0.029292 3288:0.039669 3321:0.089157 3327:0.829661 3340:0.191468 3358:0.034460 3367:0.028397 3369:0.034316 3374:0.029827
22:0.032270 87:0.034922 93:0.046972 176:0.987485 235:0.036864 259:0.037273 290:0.071839 294:0.078982 295:0.032182 296:0.071847 298:0.041827 383:0.147899 403:0.035503 499:0.039688 544:0.040719 587:0.033752 704:0.043667 707:0.039108 708:0.059606 756:0.032422 766:0.365871 767:0.039836 769:0.044584 771:0.083832 778:0.080027 780:0.048054 782:0.034109 787:0.047722 816:0.035959 861:0.034898 883:0.090956 886:0.033115 938:0.157789 956:0.047128 1006:0.035396 1011:0.139534 1074:0.212873 1109:0.184286 1227:0.041230 1263:0.037196 1292:0.033052 1390:0.066626 1406:0.034219 1481:0.032631 1588:0.051000 1627:0.121468 1724:0.032619 1822:0.038768 1845:0.090884 1884:0.034519 1903:0.038228 1905:0.111703 1906:0.348627 1912:0.063715 1913:0.046161 1922:0.039716 1958:0.058708 1963:0.033184 1966:0.044215 1967:0.043234 1987:0.859015 1988:0.159031 2010:0.034561 2071:0.082754 2073:0.042104 2153:0.051113 2308:0.034634 2328:0.047945 2347:0.039779 2349:0.035428 2351:0.037302 2370:0.047083 2386:0.033368 2387:0.031813 2388:0.042294 2406:0.035293 2447:0.047279 2573:1.000000 2574:0.031960 2575:0.034219 2628:0.087198 2669:0.048567 2684:0.034213 2685:0.459523 2710:0.305267 2755:0.171470 2782:0.032829 2788:0.041391 2828:0.044042 2832:0.047002 2911:0.039890 2971:0.048163 2973:0.206371 3002:0.038538 3060:0.050439 3096:0.392997 3099:0.036244 3321:0.606975 3327:0.953327 3399:0.033239
7:0.025605 12:0.022707 39:0.022670 65:0.027242 97:0.046538 162:0.026363 284:0.024961 290:0.043390 291:0.038801 335:0.022230 345:0.024652 374:0.022560 402:0.025219 404:0.027268 418:0.026449 438:0.032903 477:0.022365 505:0.481066 539:0.023397 797:0.355955 815:0.025140 859:0.029290 861:0.048172 896:0.040794 900:0.027757 969:0.024198 1141:0.027006 1152:0.466753 1179:0.023060 1194:0.027267 1237:0.024439 1272:0.023112 1306:0.022270 1423:0.024421 1437:0.029647 1449:0.024400 1487:0.198351 1558:0.033837 1581:0.023498 1627:0.441320 1665:0.093197 1666:0.269978 1693:0.023570 1694:0.055349 1721:0.024188 1742:0.022231 1755:0.028680 1758:0.048726 1773:0.093900 1781:0.023987 1806:0.058254 1841:0.029545 1902:0.023708 1905:0.038979 1909:0.025013 1949:0.037918 1967:0.022932 2069:0.023837 2100:0.032831 2104:0.027882 2145:0.397537 2245:0.027957 2421:0.028671 2424:0.028984 2426:0.025256 2428:0.033166 2441:0.022478 2447:0.134301 2598:0.027559 2600:0.024926 2608:0.023537 2609:0.157807 2610:0.028927 2639:0.028929 2649:0.024994 2661:0.026794 2667:0.022364 2685:0.455543 2694:0.027649 2710:0.384239 2714:0.023118 2760:0.023751 2762:0.023628 2788:0.064300 2821:0.041082 2822:0.023097 2824:0.033206 2889:0.022671 2898:0.026866 2909:0.033655 2910:0.023279 2955:0.030768 3000:0.025395 3026:0.022538 3093:0.024452 3118:0.033991 3321:0.730994 3327:0.999929 3361:0.023400 3389:0.024264
74:0.020332 111:0.021195 113:0.020177 137:0.022624 138:0.021364 162:0.023488 235:0.034644 284:0.075276 299:0.020553 300:0.030569 302:0.019472 318:0.018531 354:0.018543 355:0.023960 399:0.020137 400:0.018345 539:0.023926 656:0.233808 657:0.054465 658:0.022785 678:0.019597 826:0.021751 841:0.020631 852:0.019705 853:0.018641 859:0.026522 861:0.031519 862:0.019864 865:0.021066 894:0.023497 900:0.018769 923:0.021645 926:0.020840 1035:0.029430 1036:0.027717 1073:0.028783 1098:0.019459 1301:0.024380 1322:0.018989 1330:0.731700 1331:0.022721 1333:0.026198 1334:0.038066 1335:0.046032 1389:0.020956 1423:0.026586 1445:0.018821 1530:0.019074 1531:0.025429 1654:0.027783 1688:0.018830 1694:0.026532 1705:0.026910 1714:0.032313 1746:0.019722 1758:0.037509 1841:0.023437 1843:0.020087 1857:0.018991 2064:0.018805 2069:0.021709 2090:0.019938 2148:0.018919 2165:0.021624 2184:0.020119 2186:0.542087 2187:0.683487 2203:0.098068 2271:0.020438 2273:0.020420 2315:0.018833 2417:0.066007 2447:0.025825 2520:0.021806 2530:0.019066 2547:0.023414 2606:0.078105 2609:0.018433 2710:0.029755 2760:0.020131 2987:0.023572 2994:0.021058 3000:0.025738 3017:0.025851 3048:0.019336 3062:0.020637 3073:0.024754 3093:0.022285 3119:0.020944 3146:0.020132 3149:0.026086 3150:0.018997 3206:0.023272 3257:0.034541 3259:0.021833 3269:0.027154 3291:0.025463 3321:0.131705 3325:0.027023 3327:0.993096
